Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
2014013011314,24-Jan-14,26-Dec-13,LAX,Los Angeles International Airport ,Delta Air Lines  ,Property Damage,Checkpoint,Personal Electronics,$293.21 ,Approve in Full
2014051213844,5-May-14,11-Apr-14,JFK,John F. Kennedy International,Virgin America,Property Damage,Checkpoint,Personal Electronics,$293.21 ,Approve in Full
2014061014519,5-Jun-14,25-May-14,ORD,Chicago O'Hare International Airport,American Airlines  ,Property Damage,Checked Baggage,Household Items,$293.12 ,Approve in Full
2014033112856,25-Mar-14,23-Mar-14,GEG,Spokane International,Alaska Airlines  ,Property Damage,Checkpoint,Medical/Science,$293.00 ,Approve in Full
2014051213871,2-May-14,21-Apr-14,DEN,Denver International Airport ,-,Property Damage,Checkpoint,Personal Accessories,$292.79 ,Settle
2014040713042,4-Apr-14,22-Mar-14,IAH,Houston - George Bush Intercontinental Airport,UAL  ,Property Damage,Checkpoint,Personal Electronics,$292.72 ,Settle
2014051613998,12-May-14,2-May-14,JFK,John F. Kennedy International,Virgin Atlantic,Passenger Property Loss,Checked Baggage,Audio/Video,$291.04 ,Settle
2014022011815,17-Feb-14,16-Feb-14,OAK,Metropolitan Oakland International,Allegiant Air,Passenger Property Loss,Checkpoint,Jewelry & Watches,$290.00 ,Approve in Full
2014022011836,18-Feb-14,1-Jan-14,HOU,William P. Hobby,Southwest Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,$287.90 ,Settle
2014040412980,1-Apr-14,22-Mar-14,ACY,Atlantic City International,Spirit Airlines,Property Damage,Checkpoint,Personal Electronics,$287.54 ,Settle
2014012211017,15-Jan-14,19-Dec-13,HOU,William P. Hobby,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing; Cosmetics & Grooming,$286.70 ,Settle
2014111418343,6-Nov-14,5-Oct-14,TPA,Tampa International,UAL  ,Passenger Property Loss,Checkpoint,Computer & Accessories,$286.68 ,Settle
2014112418485,13-Nov-14,19-Oct-14,DEN,Denver International Airport ,Delta Air Lines  ,Property Damage,Checkpoint,Personal Electronics,$286.00 ,Approve in Full
2014073015506,29-Jul-14,11-Jun-14,LAX,Los Angeles International Airport ,UAL  ,Property Damage,Checkpoint,Personal Electronics,$285.81 ,Approve in Full
2014032012613,20-Mar-14,12-Feb-14,PHL,Philadelphia International Airport,Spirit Airlines,Property Damage,Checkpoint,Personal Accessories,$284.00 ,Approve in Full
2014021911758,10-Feb-14,31-Jan-14,HNL,Honolulu International Airport,UAL  ,Property Damage,Checked Baggage,Jewelry & Watches; Sporting Equipment & Supplies,$283.00 ,Settle
2014031112337,6-Mar-14,7-Feb-14,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Personal Electronics,$282.21 ,Settle
2014060914505,5-Jun-14,20-Apr-14,EWR,Newark International Airport,Jet Blue,Passenger Property Loss,Checkpoint,Clothing,$282.00 ,Settle
2014032112657,19-Mar-14,20-Jan-14,JFK,John F. Kennedy International,Air France,Passenger Property Loss,Checked Baggage,Clothing,$280.57 ,Settle
2014080515717,12-Jul-14,11-Jun-14,JFK,John F. Kennedy International,Lufthansa  ,Passenger Property Loss,Checked Baggage,Personal Electronics,$280.52 ,Settle
2014022511963,25-Feb-14,30-Jan-14,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Medical/Science,$280.00 ,Approve in Full
2014022712046,25-Feb-14,17-Feb-14,JFK,John F. Kennedy International,Jet Blue,Property Damage,Checkpoint,Medical/Science,$280.00 ,Settle
2014051213838,5-May-14,27-Apr-14,LAX,Los Angeles International Airport ,UAL  ,Property Damage,Checkpoint,Travel Accessories,$280.00 ,Settle
2014060614454,2-Jun-14,21-May-14,PIT,Pittsburgh International Airport,Southwest Airlines  ,Property Damage,Checkpoint,Computer & Accessories,$280.00 ,Settle
2014011410835,9-Jan-14,6-Jan-14,DEN,Denver International Airport ,UAL  ,Property Damage,Checkpoint,Travel Accessories,$279.99 ,Approve in Full
2014043013606,28-Apr-14,11-Mar-14,BUR,Bob Hope ,Jet Blue,Property Damage,Checked Baggage,Travel Accessories,$279.99 ,Settle
2014040412977,1-Apr-14,6-Mar-14,ORD,Chicago O'Hare International Airport,American Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Household Items; Medical/Science,$279.27 ,Settle
2014061614656,9-Jun-14,7-May-14,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Property Damage,Checkpoint,Personal Accessories,$279.00 ,Approve in Full
2014081315843,24-Jul-14,20-Jun-14,PDX,Portland International,UAL  ,Passenger Property Loss,Checked Baggage,Personal Accessories,$279.00 ,Approve in Full
2014103018111,23-Oct-14,22-Apr-14,MDW,Midway International Airport,Southwest Airlines  ,Property Damage,Checkpoint,-,$279.00 ,Approve in Full
2014092517039,11-Sep-14,10-Aug-14,PDX,Portland International,Southwest Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,$278.40 ,Approve in Full
2014011010727,7-Jan-14,4-Jan-14,IAD,Washington Dulles International,UAL  ,Property Damage,Checkpoint,Personal Electronics,$278.03 ,Settle
2014020711547,3-Feb-14,13-Jan-14,EWN,Craven County Regional,Delta Air Lines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,$276.41 ,Approve in Full
2014020511456,3-Feb-14,28-Jan-14,BOS,Boston (Logan) International Airport ,American Airlines  ,Property Damage,Checkpoint,Computer & Accessories,$276.35 ,Settle
2014020511486,3-Feb-14,1-Feb-14,PHL,Philadelphia International Airport,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$275.00 ,Approve in Full
2014020611500,4-Feb-14,26-Jan-14,IAH,Houston - George Bush Intercontinental Airport,UAL  ,Property Damage,Checkpoint,Personal Electronics,$274.99 ,Approve in Full
2014020711564,4-Feb-14,18-Jan-14,RDU,Raleigh-Durham International,Delta Air Lines  ,Property Damage,Checked Baggage,Computer & Accessories,$274.99 ,Settle
2014043013623,25-Apr-14,24-Apr-14,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,$272.99 ,Settle
2014091516577,18-Aug-14,18-Jul-14,FAR,Hector International,Delta Air Lines  ,Property Damage,Checkpoint,-,$272.84 ,Approve in Full
2014010810612,2-Jan-14,20-Sep-13,SYR,Syracuse-Hancock International,-,Property Damage,Checkpoint,Jewelry & Watches,$272.50 ,Settle
2014092316926,3-Sep-14,30-Jul-14,SLC,Salt Lake City International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Computer & Accessories,$272.48 ,Settle
2014060414420,30-May-14,22-May-14,HNL,Honolulu International Airport,Hawaiian Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,$272.25 ,Approve in Full
2014021811739,10-Feb-14,27-Dec-13,MKG,Muskegon County Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$271.00 ,Approve in Full
2014020411427,29-Jan-14,2-Jan-14,EWR,Newark International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,$270.63 ,Settle
2014012211040,16-Jan-14,28-Dec-13,CVG,Cincinnati/Northern Kentucky International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Personal Accessories,$270.39 ,Settle
2014063014950,18-Jun-14,14-Jun-14,LGA,LaGuardia ,USAir  ,Property Damage,Checkpoint,Personal Electronics,$270.00 ,Approve in Full
2014082116112,6-Aug-14,28-Jun-14,ORD,Chicago O'Hare International Airport,UAL  ,Property Damage,Checkpoint,-,$270.00 ,Settle
2014062514850,16-Jun-14,11-Jun-14,LAX,Los Angeles International Airport ,Southwest Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,$269.65 ,Settle
2014112518555,25-Nov-14,4-Nov-14,EWR,Newark International Airport,UAL  ,Property Damage,Checkpoint,Personal Electronics,$269.63 ,Settle
2014011010720,7-Jan-14,8-Dec-13,OMA,Eppley Airfield,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$269.40 ,Settle
2014072115289,7-Jul-14,25-Mar-14,DCA,Ronald Reagan Washington National Airport,USAir  ,Property Damage,Checkpoint,Personal Electronics,$269.00 ,Settle
2014020611513,4-Feb-14,13-Jan-14,BOS,Boston (Logan) International Airport ,Jet Blue,Property Damage,Checkpoint,Personal Electronics,$269.00 ,Approve in Full
2014061714686,12-Jun-14,26-May-14,MCO,Orlando International Airport,-,Property Damage,Checkpoint,Personal Electronics,$269.00 ,Approve in Full
2014071715230,3-Jul-14,25-Jun-14,FLL,Ft. Lauderdale-Hollywood International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing,$268.00 ,Approve in Full
2014071615188,10-Jul-14,7-Jul-14,ATL,Hartsfield-Jackson Atlanta International Airport,AirTran Airlines,Passenger Property Loss,Checkpoint,Other,$267.72 ,Settle
2014082716265,13-Aug-14,29-Jul-14,TWF,Joslin Field Magic Valley,Delta Air Lines  ,Property Damage,Checked Baggage,Cosmetics & Grooming,$267.65 ,Approve in Full
2014061714689,9-Jun-14,3-Jun-14,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$265.34 ,Settle
2014090916483,16-Aug-14,11-May-14,HNL,Honolulu International Airport,UAL  ,Property Damage,Checked Baggage,Household Items,$264.99 ,Approve in Full
2014020711563,4-Feb-14,31-Dec-13,SDF,Louisville International,USAir  ,Property Damage,Checkpoint,Personal Electronics,$263.94 ,Approve in Full
2014070114976,24-Jun-14,21-Jun-14,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Travel Accessories,$263.20 ,Settle
2014090316405,17-Aug-14,30-Jul-14,PHL,Philadelphia International Airport,USAir  ,Property Damage,Checkpoint,-,$261.84 ,Approve in Full
2014030412190,4-Mar-14,29-Jan-14,MIA,Miami International Airport,UAL  ,Property Damage,Checked Baggage,Computer & Accessories,$261.00 ,Approve in Full
2014091416554,21-Aug-14,1-Aug-14,HOU,William P. Hobby,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,$260.40 ,Settle
2014031012323,10-Mar-14,18-Feb-14,SAN,San Diego International,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$260.32 ,Settle
2014102017873,13-Oct-14,4-Oct-14,ORD,Chicago O'Hare International Airport,American Airlines  ,Property Damage,Checked Baggage,Household Items,$260.00 ,Approve in Full
2014070214998,23-Jun-14,12-Jun-14,LAX,Los Angeles International Airport ,Southwest Airlines  ,Property Damage,Checked Baggage,Other,$259.90 ,Approve in Full
2014012110963,15-Jan-14,22-Dec-13,IAH,Houston - George Bush Intercontinental Airport,UAL  ,Property Damage,Checked Baggage,Other,$259.80 ,Settle
2014021011594,6-Feb-14,11-Jan-14,GEG,Spokane International,-,Property Damage,Checkpoint,Personal Accessories,$259.80 ,Approve in Full
2014051213870,1-May-14,11-Apr-14,OAK,Metropolitan Oakland International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,$259.78 ,Settle
2014081615950,4-Aug-14,18-Apr-14,SLC,Salt Lake City International Airport,Delta Air Lines  ,Property Damage,Checkpoint,-,$259.00 ,Approve in Full
2014091216535,18-Aug-14,8-Jul-14,ATL,Hartsfield-Jackson Atlanta International Airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,$258.00 ,Approve in Full
2014042113400,18-Apr-14,13-Apr-14,CHS,Charleston International,UAL  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,$257.89 ,Approve in Full
2015010819728,26-Dec-14,10-Oct-14,HDQ,Headquarters,-,Passenger Property Loss,Other,-,$256.00 ,Approve in Full
2014092216869,26-Aug-14,16-Aug-14,LAX,Los Angeles International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$254.79 ,Approve in Full
2014050913812,9-May-14,26-Apr-14,OAK,Metropolitan Oakland International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,$254.28 ,Approve in Full
2014010710580,3-Jan-14,1-Jan-14,RDU,Raleigh-Durham International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,$254.06 ,Approve in Full
2014071515167,1-Jul-14,28-Apr-14,IAH,Houston - George Bush Intercontinental Airport,UAL  ,Property Damage,Checked Baggage,Cosmetics & Grooming,$253.77 ,Approve in Full
2014062414813,16-Jun-14,27-May-14,JFK,John F. Kennedy International,USAir  ,Property Damage,Checked Baggage,Cameras; Personal Accessories,$253.45 ,Settle
2014072415402,9-Jul-14,21-Jun-14,JFK,John F. Kennedy International,Jet Blue,Property Damage,Checkpoint,Travel Accessories,$252.00 ,Approve in Full
2014031112345,10-Mar-14,23-Feb-14,SAV,Savannah International,Jet Blue,Passenger Property Loss,Checked Baggage,Personal Electronics,$251.60 ,Settle
2014052814240,19-May-14,8-Apr-14,LIT,Little Rock National,American Airlines  ,Property Damage,Checkpoint,Baggage/Cases/Purses,$250.14 ,Approve in Full
2014010910665,3-Jan-14,30-Dec-13,MCO,Orlando International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,$250.00 ,Settle
2014011010707,7-Jan-14,21-Dec-13,HNL,Honolulu International Airport,Hawaiian Airlines  ,Property Damage,Checked Baggage,Clothing,$250.00 ,Approve in Full
2014011310778,6-Jan-14,13-Dec-13,CLT,Charlotte/Douglas International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Personal Electronics,$250.00 ,Approve in Full
2014012311094,17-Jan-14,27-Dec-13,JFK,John F. Kennedy International,Jet Blue,Property Damage,Checkpoint,Personal Accessories,$250.00 ,Settle
2014031412491,13-Mar-14,11-Mar-14,OAK,Metropolitan Oakland International,Southwest Airlines  ,Property Damage,Checked Baggage,Tools & Home Improvement Supplies,$250.00 ,Approve in Full
2014032812809,26-Mar-14,22-Mar-14,MCO,Orlando International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Personal Electronics,$250.00 ,Approve in Full
2014032812812,24-Mar-14,8-Mar-14,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checkpoint,Clothing,$250.00 ,Settle
2014040312946,1-Apr-14,8-Mar-14,CHS,Charleston International,American Airlines  ,Property Damage,Checkpoint,Clothing,$250.00 ,Approve in Full
2014041413232,8-Apr-14,16-Feb-14,MCO,Orlando International Airport,UAL  ,Property Damage,Checked Baggage,Computer & Accessories,$250.00 ,Approve in Full
2014052214133,22-May-14,28-Apr-14,JFK,John F. Kennedy International,Lan Airlines,Property Damage,Checked Baggage,Baggage/Cases/Purses,$250.00 ,Settle
2014060314382,3-Jun-14,16-May-14,BUF,Buffalo Niagara International,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,$250.00 ,Approve in Full
2014061114544,29-May-14,18-May-14,JFK,John F. Kennedy International,Lufthansa  ,Passenger Property Loss,Checked Baggage,Clothing,$250.00 ,Approve in Full
2014080515708,17-Jul-14,6-Jun-14,MSP,Minneapolis/ St.Paul International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Other,$250.00 ,Approve in Full
2014081515895,15-Aug-14,29-Jul-14,FLL,Ft. Lauderdale-Hollywood International,Jet Blue,Property Damage,Checkpoint,Personal Electronics,$250.00 ,Settle
2014090216364,14-Aug-14,5-Aug-14,MCO,Orlando International Airport,USAir  ,Property Damage,Checkpoint,Personal Accessories,$250.00 ,Approve in Full
2014030712275,7-Mar-14,6-Mar-14,BNA,Nashville International,-,Property Damage,Checkpoint,Personal Electronics,$249.99 ,Settle
2014040212914,30-Mar-14,28-Mar-14,BOS,Boston (Logan) International Airport ,UAL  ,Property Damage,Checkpoint,Other,$249.99 ,Approve in Full
2014052914285,22-May-14,26-Mar-14,JFK,John F. Kennedy International,-,Property Damage,Checkpoint,Computer & Accessories,$249.51 ,Settle
2014021911752,10-Feb-14,24-Jan-14,FLL,Ft. Lauderdale-Hollywood International,Jet Blue,Property Damage,Checkpoint,Personal Electronics,$249.50 ,Settle
2014072115280,7-Jul-14,21-Jun-14,MDW,Midway International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Musical Instruments & Accessories,$249.45 ,Approve in Full
2014022712063,26-Feb-14,23-Dec-13,SAV,Savannah International,Delta Air Lines  ,Property Damage,Checkpoint,Personal Accessories,$249.00 ,Approve in Full
2014042513507,21-Apr-14,11-Apr-14,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Property Damage,Checkpoint,Personal Electronics,$249.00 ,Settle
2014052214145,20-May-14,6-May-14,CHA,Chattanooga Metropolitan,USAir  ,Property Damage,Checkpoint,Personal Electronics,$249.00 ,Settle
2014061814730,11-Jun-14,8-Jun-14,BUR,Bob Hope ,Southwest Airlines  ,Property Damage,Checkpoint,Personal Electronics,$249.00 ,Approve in Full
2014062514860,16-Jun-14,3-May-14,JFK,John F. Kennedy International,EL AL Israeli Airlines  ,Property Damage,Checkpoint,Personal Electronics,$249.00 ,Settle
2014090616446,20-Aug-14,12-Aug-14,MCO,Orlando International Airport,AirTran Airlines,Property Damage,Checkpoint,-,$249.00 ,Approve in Full
2014052014085,15-May-14,10-Sep-13,EWR,Newark International Airport,EL AL Israeli Airlines  ,Property Damage,Checkpoint,Computer & Accessories,$248.24 ,Settle
2014020311376,28-Jan-14,30-Dec-13,SEA,Seattle-Tacoma International,Southwest Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,$247.00 ,Settle
2014091716660,2-Sep-14,22-Aug-14,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Personal Accessories,$247.00 ,Settle
2014012110969,15-Jan-14,9-Jan-14,BOS,Boston (Logan) International Airport ,Virgin Atlantic,Passenger Property Loss,Checked Baggage,Clothing,$246.40 ,Settle
2014051914031,13-May-14,24-Jan-14,SLC,Salt Lake City International Airport,Frontier Airlines,Property Damage,Checked Baggage,Audio/Video,$245.70 ,Settle
2014062314788,16-Jun-14,17-May-14,SEA,Seattle-Tacoma International,Southwest Airlines  ,Property Damage,Checked Baggage,Other,$245.00 ,Approve in Full
2014091116514,29-Aug-14,26-Aug-14,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checkpoint,-,$245.00 ,Settle
2014052114108,19-May-14,15-May-14,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Property Damage,Checkpoint,Jewelry & Watches,$244.69 ,Approve in Full
2014013111343,27-Jan-14,13-Jan-14,JFK,John F. Kennedy International,Air China,Passenger Property Loss,Checked Baggage,Personal Electronics,$244.40 ,Settle
2014011410818,8-Jan-14,14-Jun-13,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checked Baggage,Other,$244.27 ,Approve in Full
2014072415400,24-Jul-14,20-Feb-14,ZZX,Non TSA Airport (motor vehicle),-,Motor Vehicle,Motor Vehicle,-,$244.00 ,Settle
2014082616220,12-Aug-14,11-Jun-14,DEN,Denver International Airport ,American Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,$243.84 ,Settle
2014073115518,15-Jul-14,4-Jun-14,LAX,Los Angeles International Airport ,Virgin America,Property Damage,Checked Baggage,Baggage/Cases/Purses; Other,$243.77 ,Approve in Full
2014012411108,21-Jan-14,31-Dec-13,MIA,Miami International Airport,British Airways  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$240.00 ,Approve in Full
2014072215334,22-Jul-14,6-Jan-14,JFK,John F. Kennedy International,Cathay Pacific - CX,Property Damage,Checkpoint,Jewelry & Watches,$240.00 ,Approve in Full
2014012411121,19-Jan-14,14-Jan-14,IAH,Houston - George Bush Intercontinental Airport,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$239.99 ,Settle
2014041813348,15-Apr-14,18-Mar-14,MCO,Orlando International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Personal Accessories,$237.79 ,Approve in Full
2014021911770,12-Feb-14,29-Jan-14,DFW,Dallas-Fort Worth International Airport ,Spirit Airlines,Passenger Property Loss,Checked Baggage,Other,$237.50 ,Settle
2014081515889,28-Jul-14,8-Apr-14,EWR,Newark International Airport,UAL  ,Property Damage,Checked Baggage,Home Decor,$236.78 ,Settle
2014042813561,24-Apr-14,4-Feb-14,JFK,John F. Kennedy International,-,Property Damage,Checkpoint,Personal Electronics,$235.89 ,Settle
2014080515709,9-Jul-14,16-Jun-14,PDX,Portland International,UAL  ,Passenger Property Loss,Checked Baggage,Cameras,$234.19 ,Settle
2014022111871,19-Feb-14,13-Jan-14,BDL,Bradley International Airport,Jet Blue,Property Damage,Checked Baggage,Other,$233.23 ,Approve in Full
2014013011319,27-Jan-14,10-Oct-13,LAX,Los Angeles International Airport ,UAL  ,Property Damage,Checkpoint,Personal Electronics,$230.11 ,Settle
2014081815989,1-Aug-14,13-Jul-14,OAK,Metropolitan Oakland International,Alaska Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,$230.00 ,Approve in Full
2014091816705,25-Aug-14,6-Aug-14,DCA,Ronald Reagan Washington National Airport,USAir  ,Property Damage,Checkpoint,Computer & Accessories,$230.00 ,Settle
2014041413196,9-Apr-14,20-Jan-14,HNL,Honolulu International Airport,UAL  ,Property Damage,Checked Baggage,Other; Other,$229.95 ,Approve in Full
2014051613997,12-May-14,4-May-14,PHL,Philadelphia International Airport,USAir  ,Property Damage,Checked Baggage,Clothing,$229.53 ,Approve in Full
2014022111877,12-Feb-14,4-Feb-14,MDW,Midway International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Clothing,$229.39 ,Approve in Full
2014012811218,24-Jan-14,11-Jan-14,IAD,Washington Dulles International,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,$229.00 ,Approve in Full
2014022612006,21-Feb-14,16-Jan-14,LAX,Los Angeles International Airport ,Air Canada,Property Damage,Checkpoint,Personal Electronics,$228.11 ,Approve in Full
2014052014094,16-May-14,12-Apr-14,IND,Indianapolis International,Southwest Airlines  ,Property Damage,Checkpoint,Other,$228.11 ,Approve in Full
2014062514892,19-Jun-14,9-Jun-14,JFK,John F. Kennedy International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Other,$228.04 ,Approve in Full
2014031412476,13-Mar-14,19-Feb-14,IAD,Washington Dulles International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cameras; Cameras,$227.66 ,Settle
2014032012618,20-Mar-14,19-Feb-14,DEN,Denver International Airport ,USAir  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,$227.36 ,Settle
2014010910688,7-Jan-14,22-Dec-13,DAL,Dallas Love Field,Southwest Airlines  ,Property Damage,Checkpoint,Personal Electronics,$225.00 ,Settle
2014021011587,7-Feb-14,2-Feb-14,JFK,John F. Kennedy International,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$225.00 ,Settle
2014041013122,7-Apr-14,25-Mar-14,PHX,Phoenix Sky Harbor International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cameras,$225.00 ,Approve in Full
2014041713343,15-Apr-14,14-Dec-13,PBI,Palm Beach International,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,$225.00 ,Approve in Full
2014070114985,20-Jun-14,24-Apr-14,JFK,John F. Kennedy International,Jet Blue,Property Damage,Checkpoint,Jewelry & Watches,$225.00 ,Approve in Full
2014091716646,25-Aug-14,5-Aug-14,PHL,Philadelphia International Airport,USAir  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,$225.00 ,Settle
2014071815260,2-Jul-14,29-Jun-12,HLN,Helena Regional,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$224.99 ,Approve in Full
2014061614663,10-Jun-14,9-Jun-14,ATW,Outagamie County,UAL  ,Property Damage,Checkpoint,Personal Accessories,$223.71 ,Settle
2014060314377,29-May-14,20-Feb-14,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$223.55 ,Settle
2014071115105,23-Jun-14,14-Apr-14,LAX,Los Angeles International Airport ,UAL  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,$222.28 ,Approve in Full
2014102217941,21-Oct-14,11-Sep-14,HNL,Honolulu International Airport,Alaska Airlines  ,Property Damage,Checkpoint,Cameras,$221.85 ,Approve in Full
2014021211651,8-Feb-14,10-Jan-14,EWR,Newark International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cameras,$220.96 ,Settle
2014040312927,2-Apr-14,3-Mar-14,IAD,Washington Dulles International,UAL  ,Property Damage,Checkpoint,Personal Electronics,$220.34 ,Approve in Full
2014031312467,10-Mar-14,5-Feb-14,LAX,Los Angeles International Airport ,UAL  ,Passenger Property Loss,Checked Baggage,Food & Drink,$219.55 ,Approve in Full
2014020711546,6-Feb-14,26-Jan-14,ORD,Chicago O'Hare International Airport,UAL  ,Property Damage,Checkpoint,Computer & Accessories,$219.54 ,Settle
2014031212403,10-Mar-14,1-Feb-14,PSP,Palm Springs International,American Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,$218.47 ,Approve in Full
2014072915469,8-Jul-14,8-Mar-14,LAX,Los Angeles International Airport ,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,$218.38 ,Approve in Full
2014030312153,3-Mar-14,27-Feb-14,JFK,John F. Kennedy International,Turkish Airlines  ,Passenger Property Loss,Checked Baggage,Toys & Games,$218.00 ,Settle
2014062514895,25-Jun-14,11-Jun-14,PHL,Philadelphia International Airport,UAL  ,Property Damage,Checkpoint,Clothing,$217.45 ,Approve in Full
2014012711173,22-Jan-14,22-Jan-14,HNL,Honolulu International Airport,UAL  ,Property Damage,Checkpoint,Personal Electronics,$216.91 ,Approve in Full
2014052214157,19-May-14,3-May-14,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,$216.48 ,Approve in Full
2014111718403,17-Nov-14,13-Nov-14,JAN,Jackson International,-,Passenger Property Loss,Checkpoint,-,$215.42 ,Approve in Full
2014012811224,27-Jan-14,29-Dec-13,JFK,John F. Kennedy International,American Airlines  ,Property Damage,Checkpoint,-,$215.00 ,Approve in Full
2014050713774,2-May-14,25-Apr-14,SBA,Santa Barbara Municipal,Frontier Airlines,Passenger Property Loss,Checkpoint,Personal Accessories,$213.73 ,Settle
2014011710946,14-Jan-14,2-Dec-13,ORD,Chicago O'Hare International Airport,USAir  ,Passenger Property Loss,Checkpoint,Personal Electronics,$212.93 ,Approve in Full
2014072215331,14-Jul-14,24-Jun-14,BOS,Boston (Logan) International Airport ,Southwest Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,$211.98 ,Approve in Full
2014040312955,1-Apr-14,23-Feb-14,SAN,San Diego International,UAL  ,Property Damage,Checked Baggage,Computer & Accessories,$211.00 ,Approve in Full
2014020311366,29-Jan-14,23-Jan-14,LGA,LaGuardia ,USAir  ,Property Damage,Checkpoint,Clothing,$210.00 ,Settle
2014011310750,8-Jan-14,20-Dec-13,SAV,Savannah International,Delta Air Lines  ,Property Damage,Checked Baggage,Home Decor; Other,$210.00 ,Settle
2014052014061,15-May-14,25-Apr-14,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Audio/Video,$210.00 ,Settle
2014110118150,31-Oct-14,5-Oct-14,LAX,Los Angeles International Airport ,UAL  ,Property Damage,Checkpoint,-,$210.00 ,Settle
2014072915468,29-Jul-14,25-Jun-14,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Other,$209.75 ,Approve in Full
